class,Maize_Domestic Utilization,Maize_Opening Stocks,Maize_Production,Rice_Domestic Utilization,Rice_Opening Stocks,Rice_Production,Soybean_Domestic Utilization,Soybean_Opening Stocks,Soybean_Production,Wheat_Domestic Utilization,Wheat_Opening Stocks,Wheat_Production
0,-0.49016232182402125,0.12736619184100398,0.3929152307787163,-0.650087568736264,-0.6111801755118693,-0.6214548930598598,-0.6388571983467976,-0.48778087666146824,-0.4680430884948132,-0.006187423321724355,1.0674121938575858,2.386059929479511
1,-0.6969489390344094,0.25771600389358235,0.11148325033638344,0.004993790816146937,1.563911609352258,1.890117235916335,-0.8041441813334975,-0.6287461379013463,-0.7523894558421853,-0.6349967757217732,0.04836225044525018,-0.359358650926745
2,-0.5161131709531492,0.3371523630415335,1.2084481885532936,-0.8332568046509047,-0.709232192417297,-0.6934705444501527,-0.33407289779146887,0.9486121385332006,2.192472376313078,-0.6780203828166291,-0.5320252186062326,-0.3904938547552723
3,-0.17842744592783485,1.8407926089143163,1.9727197112422623,-0.5522954337696407,-0.07993303064032835,-0.2697235712278716,-0.8231597241236178,-0.3995268676108473,-0.5941683360796495,-0.6239737307618404,0.00772716075741775,-0.3000313407723664
4,-0.5180358205111257,1.9281796538061498,-0.5201458209670787,-0.394593923525285,0.40074601825146433,0.130721442706891,-0.8387321831862271,-0.3959336392301763,-0.8284296659658956,0.1166156016585928,1.2354075701924256,-0.3157992332297356
