class,Maize_Closing Stocks,Maize_Domestic Utilization,Maize_Production,Rice_Closing Stocks,Rice_Domestic Utilization,Rice_Production,Soybean_Closing Stocks,Soybean_Domestic Utilization,Soybean_Production,Wheat_Closing Stocks,Wheat_Domestic Utilization,Wheat_Production
0,2.526842105263158,12.45526315789474,11.64842105263158,1.4110526315789473,6.354736842105262,6.383684210526318,0.6426315789473683,4.743157894736842,3.5542105263157895,3.2015789473684215,10.48263157894737,13.21157894736842
1,156.4,298.4,275.0,101.2,147.71,146.11,20.7,116.18,19.48,140.83,138.7,136.86
2,35.55,309.13,367.3,1.08,4.66,5.8,5.8,63.99,122.0,17.05,30.21,47.26
3,7.795,55.49,52.89,20.369999999999997,55.275,65.23,1.075,15.830000000000002,8.27,17.0,104.35499999999999,119.705
4,16.0,72.72,115.22,0.49,7.28,7.21,6.6,51.0,144.0,1.1,12.45,8.35
