,Maize_Domestic Utilization,Maize_Opening Stocks,Maize_Production,Rice_Domestic Utilization,Rice_Opening Stocks,Rice_Production,Soybean_Domestic Utilization,Soybean_Opening Stocks,Soybean_Production,Wheat_Domestic Utilization,Wheat_Opening Stocks,Wheat_Production,class,Country/Region
0,-0.5902730369588128,-0.35225507913184434,0.8792291374511666,-0.7593002823721673,-0.7317039974067218,-0.6806508702206473,-0.5833739657174515,1.741613042621342,2.003777749793076,-0.7213553905446797,-0.45574114775226543,0.2500338402390063,4,Argentina
1,-0.43505180117622555,-0.4061383008765207,-0.4003556008165797,-0.43042564112827275,-0.4107644609244735,-0.3864771206727214,-0.4419910412481547,-0.4338952611642374,-0.4338952611642374,0.4716755682225183,0.2900987863403719,3.0172201346085328,1,Australia
2,-0.6528230441971071,1.134772942597656,1.478639248406611,-0.8330242525433534,-0.5544543845822151,-0.514598117324457,-0.6557910640992807,0.6403856274641899,1.9073061228490933,-0.851256374799562,-0.4336135742794381,-0.6655431294921363,4,Brazil
3,-0.6141964270803647,0.7585176232649226,0.7159528465100299,-0.7857856833735257,-0.7458812051658139,-0.7950967282886585,-0.7645032949960794,-0.5490191126744354,-0.22313254064478874,-0.006318209049554418,0.44061194687681815,2.56885078462145,1,Canada
4,0.04794001238501242,1.490726179512621,1.6904454834453446,-0.586955478739204,0.4665124569692713,0.5463685523659662,-1.3823538150666779,-0.5028298495292205,-1.4222027973240383,-0.8590987266158604,0.28671764416522816,0.2247303384315562,2,China
5,-0.7222055690526783,1.3663937591913977,0.26804853649209237,-0.837270306668796,-0.2724070492805818,-0.24799937766504165,-0.9104933215154164,-0.6315485030521008,-0.9261839675539778,0.07104375845237566,2.307832521505088,0.5347895191476381,3,Egypt
6,-0.5213742904549055,0.6322578891617057,0.600418734864803,-0.7149485352906761,-0.6663108087880456,-0.6872113579277302,-0.7127998807062226,-0.47293189618722514,-0.6969779696752465,-0.5135610010568925,1.7897967134773234,1.9636424025831116,1,European Union
7,-0.9681223619814618,-0.5658892594721371,-0.46266129511133686,-0.3802823284785801,1.3522185315078545,1.6613939124505468,-0.9894798718492137,-0.7214939742229,-0.7054758418220861,-0.4819847564202552,1.0689772696902895,1.192799975709279,0,India
8,-0.6203649866402465,0.6981277826478799,0.46807451864995164,-0.2824742551432894,1.9138154995869323,1.8275455255877089,-0.7907481852887122,-0.6081434069903566,-0.7389862008891783,-0.7282024541392754,-0.33854973824278445,-0.8000940991386281,0,Indonesia
9,-0.5802591532470663,2.435159604347106,-0.8567261182290481,-0.17091659269234916,0.9263786481663691,0.8063619811974467,-0.8460103443925372,-0.21377968803839287,-0.8095767133484,-0.5266802840645117,0.5320381709827673,-0.6959895106813843,3,Japan
10,-0.4877163169361797,-0.42565900218338126,-0.42270389195705754,-0.48476120670985595,-0.46259788001242796,-0.4596427697861042,-0.48919387204934156,-0.4655529902387517,-0.4714632106913992,0.7046706593854469,0.5997642463509545,2.864856234828097,1,Kazakhstan
11,-0.42455490676241797,2.607284237645987,1.3785856151623435,-0.6010468406415872,-0.5201078645950893,-0.5920536210808652,-0.581936249075053,-0.18173797862292396,-0.5841845539652335,-0.5650739623986993,0.2611780847426347,-0.1963519604090972,2,Mexico
12,-0.6768633971139633,1.7684140149164358,1.8571662614106557,-0.41672750221711236,0.8594685939239095,-0.012751759553767296,-0.857428312395307,-0.6554404410636344,-0.6523800187707303,-0.8054011334159367,0.4004052499882902,-0.8084615557088409,2,Nigeria
13,-0.7316101830375442,0.6867997208982783,0.6804486317761775,-0.3886513704441065,2.0035921988804897,1.5590159603334406,-0.7951210742585512,-0.7866529554290835,-0.7951210742585512,-0.6469289947428682,0.009350214540870523,-0.7951210742585512,0,Philippines
14,-0.335584155603207,2.153061207225992,-0.8652488963618472,-0.33168956192115817,0.9145804163344655,0.7510074816884149,-0.8886164584541402,-0.38231927978779284,-0.8418813342695542,-0.46410574711081815,1.1677290056676393,-0.8769326774079935,3,Republic of Korea
15,-0.4896260214745268,-0.45496710085329617,-0.3245835423258099,-0.5385886236219795,-0.5011789950149369,-0.5022792782092618,-0.5325370660531932,-0.40765492349733073,-0.4439642689100484,0.06601699165948671,1.5761556758702462,2.5532071524306503,1,Russian Federation
16,-0.6878817243131554,0.727628850974307,-0.6571097552851672,-0.45709195660324314,0.22758435426949689,-0.7263466855981409,-0.7263466855981409,-0.7263466855981409,-0.7263466855981409,1.1584364173661434,2.412394155256667,0.18142640072751437,3,Saudi Arabia
17,-0.3944685154820656,1.9723425774103283,2.1827835198080057,-0.6412819664423043,-0.45422335097770233,-0.6542721480717905,-0.5945173125761538,-0.5269683681028253,-0.46981156893308584,-0.48539978688846935,0.19788376682250716,-0.1320668465664435,2,South Africa
18,-0.6663489616062587,-0.0670938442811156,-0.06578256393685918,0.7891722205182684,0.9989770755992814,2.588248852837954,-0.7122437736552304,-0.44736514411545153,-0.7056873719339487,-0.5745593375083156,-0.41851697654181225,-0.718800175376512,0,Thailand
19,-0.5628007281124453,-0.00020744590052065363,-0.09604745194104759,-0.6100983934311469,-0.5304391676312284,-0.5515986494843318,-0.6113430688342707,-0.4482905910250624,-0.6038750164155283,-0.16823862532222378,2.0883578805410936,2.094581257556712,1,Turkey
20,-0.2941451424403949,0.07610748440765475,1.9003362998621722,-0.7831136909127399,-0.7678334237729791,-0.77135963926677,-0.7643072082791881,-0.6926074932387721,-0.5186475288784187,-0.10255410061108672,0.8789092118273941,1.8392152313031291,1,Ukraine
