,Maize_Domestic Utilization,Maize_Opening Stocks,Maize_Production,Rice_Domestic Utilization,Rice_Opening Stocks,Rice_Production,Soybean_Domestic Utilization,Soybean_Opening Stocks,Soybean_Production,Wheat_Domestic Utilization,Wheat_Opening Stocks,Wheat_Production,class,Country/Region
0,-0.648222246129946,-0.13564856608551168,0.9973505227762639,-0.7827589387229537,-0.7594095953803656,-0.728277137590248,-0.2368290539033935,1.5182632540144796,2.1814957922932323,-0.642662878667425,-0.48755652646308967,-0.2757446261410404,3,Argentina
1,-0.4484388347808182,-0.4018359197042584,-0.3867585060030185,-0.42924939916105825,-0.41691333340549835,-0.35112098270917863,-0.4566628786178582,-0.4525508566993382,-0.4525508566993382,0.31091454617253866,0.474024748940498,3.011142272667328,2,Australia
2,-0.5517196635982667,0.8813016874587202,1.7530992989605656,-0.8178337903907738,-0.5642843741853222,-0.5826481819664031,-0.5658952345169959,0.43058296665639917,1.934482172307032,-0.7804618306959422,-0.47923094867294697,-0.6573921013560662,3,Brazil
3,-0.5797429090493411,0.4596998347839076,0.5918402731226017,-0.7230501449941221,-0.6932720180445573,-0.7286335437971655,-0.705369382117818,-0.5248394874860809,-0.2298499173919539,0.2391555820636928,0.12469590660130281,2.769365806309533,2,Canada
4,0.417692610069915,1.5084864226418089,1.791844875264456,-0.46208089331328633,0.3151114010195045,0.3322763842072225,-1.3993434673728131,-0.47842849634920837,-1.429995223065167,-0.8124645183832141,0.1243893656004146,0.09251153968036668,4,China
5,-0.6961451006108776,1.5046490600796858,0.33707657657379103,-0.7761158186592265,-0.23711317901335452,-0.12195534502373205,-0.9296595973120566,-0.6433644266989673,-0.9312590116730235,-0.29629151036913276,2.213189621988058,0.576988730718838,1,Egypt
6,-0.5750379509009618,0.8129143095688316,0.5913001874331965,-0.7237682842058933,-0.6712287507940582,-0.6982885856715824,-0.7132998809321067,-0.442108981028161,-0.7089545059882707,-0.49366092922548793,1.5058040960677694,2.116329275676725,2,European Union
7,-0.959396595367097,-0.5403446903660781,-0.4320612896531844,-0.39952771186052133,1.2965885154495118,1.5682681688076465,-1.001884476812739,-0.7248634897871524,-0.7331182781823058,-0.5112101430890663,1.1883051147366184,1.249244876124368,0,India
8,-0.5997425480511942,0.7096145888798077,0.48683472288512675,-0.28799084878190806,1.8907682180214171,1.8312201406329023,-0.8015054455558108,-0.6221606477739293,-0.7552681148776695,-0.7328500151549343,-0.30900781727197224,-0.8099122329518365,0,Indonesia
9,-0.5589319626707032,2.3292543145559987,-0.8929550479320797,-0.09798010501000375,0.9909351529420837,0.8662332011111697,-0.846191815995487,-0.26276482707228277,-0.8484186365638962,-0.5789733477863858,0.6123756563125236,-0.7125825818909364,1,Japan
10,-0.5075820588334675,-0.38727213629044577,-0.38255410011228813,-0.5099410769225464,-0.467478751319127,-0.4627607151409692,-0.5075820588334675,-0.4627607151409692,-0.4698377694082058,0.2355086392263727,1.1508076577889697,2.771453084986145,2,Kazakhstan
11,-0.3771018408467529,2.5247652647309353,1.5882143120866965,-0.5845838980479382,-0.5125415170753045,-0.5759388123312221,-0.5538458154996144,-0.2166874725476884,-0.5653725964552359,-0.525989428190196,0.06475809578540086,-0.2656762916090794,4,Mexico
12,-0.8278262986548229,1.7610659194001523,1.65196681681697,-0.5359124836349566,1.0533960648065375,0.19829499050591923,-0.8278262986548229,-0.6774464545536797,-0.6774464545536797,-0.7659051863778815,0.4548253127961048,-0.8071859278958424,4,Nigeria
13,-0.6642010591409594,0.7365989745873237,0.6768208792646374,-0.3912144238340251,1.916220055621667,1.659174245734116,-0.7937202656734464,-0.7757868370766405,-0.7937202656734464,-0.6940901068023025,-0.08236093133347908,-0.7937202656734464,0,Philippines
14,-0.19446909417058172,2.5872719810848297,-0.7942496977572503,-0.23583327372828305,0.6707316615780035,0.6362615119465858,-0.7839086528678251,-0.34958476751196155,-0.7701205930152579,-0.5805347700424603,0.6293674820203021,-0.814931787536101,1,Republic of Korea
15,-0.5616165792853157,-0.13554166361539546,0.11426830833943656,-0.5865367954657247,-0.5470291356675152,-0.5549306676271571,-0.5804586939583078,-0.38899849647467755,-0.5002277540604056,-0.3251784306468007,1.4897426794678663,2.576507228993997,2,Russian Federation
16,-0.6649846905760267,1.340199914853223,-0.7059068253807053,-0.6158781288104125,0.28440883689251606,-0.7877510949900624,-0.7877510949900624,-0.37852974694327673,-0.7877510949900624,1.4302286114235159,1.9212942290796586,-0.2475789155683053,1,Saudi Arabia
17,-0.4958476691509074,1.9371627120909145,2.2433030911875673,-0.5626000826381475,-0.3784554937078299,-0.6316543034870167,-0.6178434593172428,-0.44981152191832796,-0.44981152191832796,-0.518865742767197,0.12333851112728562,-0.19891451950077021,4,South Africa
18,-0.6804514161106925,-0.21994686622011578,-0.12925926943859561,1.604404918384752,0.9448587599736957,2.162663631039824,-0.7028288750567819,-0.47787652459872526,-0.6981178310681315,-0.6451185861958145,-0.45432130465547327,-0.7040066360539445,0,Thailand
19,-0.5692100671615643,0.12079167122905281,0.05129509326165257,-0.6622858412250469,-0.5865842116534145,-0.613886438712036,-0.6622858412250469,-0.47489328277723536,-0.6585628102625076,-0.04302169112267648,2.0431166582201783,2.055526761428643,2,Turkey
20,-0.23569417261819858,0.1905201559211586,2.3820477317440947,-0.7334480220234999,-0.7223644342837058,-0.7263948298254491,-0.7193416376273982,-0.5923841780624833,-0.4684495151538759,-0.31327928679675765,0.4303286906548868,1.508459498071228,4,Ukraine
21,-0.39895325600506404,1.8238530571823113,2.3191786050936343,-0.6560876126381586,-0.6309433214047936,-0.6127646784185093,-0.6435154670214761,-0.23916808097141656,0.11157779234805731,-0.5282424832252721,-0.3737240178418566,-0.17121053709745698,4,United States of America
22,-0.5765893014191726,0.3050741779509483,-0.0836739091769247,-0.3177818732484063,1.6109241059826984,2.433523649463225,-0.6356532373087665,-0.4853086732261637,-0.6227665603874006,-0.6034365450053517,-0.3832891475986832,-0.6410226860260023,0,Viet Nam
