class,Maize_Closing Stocks,Maize_Domestic Utilization,Maize_Production,Rice_Closing Stocks,Rice_Domestic Utilization,Rice_Production,Soybean_Closing Stocks,Soybean_Domestic Utilization,Soybean_Production,Wheat_Closing Stocks,Wheat_Domestic Utilization,Wheat_Production
0,-0.4977181404443793,0.14857107099827774,0.4125446347928558,-0.637959313055865,-0.5937345760196233,-0.6134612306102761,-0.620851328893412,-0.44292158110038643,-0.46357887418298843,-0.15456500004241042,1.1343627959015363,2.329311542656671
1,-0.5424689370926914,2.25822754986128,-0.5778175631594621,-0.4985426681025406,0.32222245978242015,0.0609390362943045,-0.7645794523595486,-0.19520332092975445,-0.7727452306350348,-0.15091305409912567,1.2225977874364717,-0.3617166069963178
2,-0.3078961040410831,1.592677100439747,1.8094515771326016,-0.6673946708661209,-0.3283018270033037,-0.4268745032284257,-0.7236949880684318,0.018073512151990788,0.09121079782623999,-0.5595407242326361,-0.17028612451748046,-0.32742404559309807
3,0.0,0.0,0.0,0.0,0.0,0.0,2.3452078799117144,-2.3452078799117144,0.0,0.0,0.0,0.0
4,-0.7411118864606275,0.46058388075231466,0.13452100060474564,-0.2526859090896062,1.5804446787157236,1.8796580081767487,-0.8431142919074972,-0.5851810550249906,-0.8014968347819742,-0.6019354730880427,0.1644961738629004,-0.39417829175969443
