class,Maize_Domestic Utilization,Maize_Opening Stocks,Maize_Production,Rice_Domestic Utilization,Rice_Opening Stocks,Rice_Production,Soybean_Domestic Utilization,Soybean_Opening Stocks,Soybean_Production,Wheat_Domestic Utilization,Wheat_Opening Stocks,Wheat_Production
0,-0.6960761840178231,0.19819923696637715,0.10373222677621188,0.04157801213197822,1.531871931009798,1.930969967135543,-0.787118460081509,-0.6171992344925222,-0.7205982100377908,-0.637341079249494,-0.00813481722459789,-0.33988338891617237
1,-0.5286327120070473,1.9403438176434342,-0.5140087486240611,-0.43145183155198147,0.4272406180998122,0.14819706826099027,-0.8368777902913578,-0.4085609420566221,-0.8343873340605599,-0.006392754193615735,1.3440567473501355,-0.29952613856912613
2,-0.5402714000019114,0.07812601599528206,0.09656520934026346,-0.605805256995732,-0.5637510334806951,-0.5682701556096815,-0.6042764559474342,-0.45769196993441036,-0.5033306023017804,-0.012713713922060152,1.1313652911810974,2.550054071677062
3,-0.5999709548641063,0.37282656068660425,1.3752249108684147,-0.8002963645568637,-0.6618469847828439,-0.6554626597783255,-0.40136214421019467,0.9744231103354394,2.0579889823001323,-0.7115623546816836,-0.4833937375680183,-0.46656836374855326
4,-0.31962177120097174,1.6243089219945468,1.9960925720322367,-0.5891188320493312,-0.14596621677426527,-0.3360302082248426,-0.7936193575822279,-0.442321034067134,-0.5799162531330382,-0.5774577742900865,0.13731932635370603,0.026330626941407614
