,Maize_Domestic Utilization,Maize_Opening Stocks,Maize_Production,Rice_Domestic Utilization,Rice_Opening Stocks,Rice_Production,Soybean_Domestic Utilization,Soybean_Opening Stocks,Soybean_Production,Wheat_Domestic Utilization,Wheat_Opening Stocks,Wheat_Production,class,Country/Region
0,-0.17513032024368166,-0.1703522288994053,2.191883041806959,-0.9502429160929436,-0.9483847694590585,-0.9186544233168951,0.40912407135365614,0.5779499655180844,1.3742985228974633,-0.7572611156880076,-0.7200981830103033,0.08686835513413413,0,Argentina
1,-0.38926967497378984,-0.38676337810734196,-0.3712243375353654,-0.3802470062545776,-0.3767381906415506,-0.3857608593607628,-0.40079864055944986,-0.4002973811861603,-0.3987936030662916,0.28642796022054695,0.11299221706235663,3.090472894402387,3,Australia
2,0.17343685209187543,0.24584501896722435,1.5228393905613897,-0.7122086175807607,-0.7172574863594839,-0.6196049755905184,-0.17124079941169917,-0.19636200016437128,2.419814029200917,-0.6540850550549703,-0.6507601902494696,-0.6404161664101341,0,Brazil
3,0.1364620312126436,0.3837671808894555,0.8473868599828274,-0.8298255085020178,-0.8304453209072228,-0.8595765039518598,-0.673012969985142,-0.6649554087174764,-0.07675343617789099,-0.08481099744555659,-0.011053321226156558,2.662817394828397,3,Canada
4,1.1681618119183925,1.1474858612178853,1.804035503939795,-0.2020256787019128,-0.1543933690676384,0.09421200403095242,-1.013397969331375,-1.0258176530286083,-1.7046662732978226,-0.011284741010884867,-0.05736459018300535,-0.04494490648577238,4,China
5,0.8186505734904538,0.7093915994656156,0.34479915353490603,-0.817858841794621,-0.8024200737258939,-0.4176384695514641,-0.946119376519431,-0.9354309986256968,-1.4377847596312023,1.3471314804584207,1.4457020765895248,0.6915776363093921,1,Egypt
6,0.2613941584156774,0.2904059470937398,0.8221241336316755,-0.8738926870458635,-0.8736457782060503,-0.8764852298639033,-0.6835259715498114,-0.6909332367442104,-0.8524116179821067,0.597437089401575,0.5171917164622534,2.3623414763870243,3,European Union
7,-0.8398921075126305,-0.8233964800300623,-0.4260242000768512,0.5139803630342762,0.5166886003821606,1.8818864271111293,-1.0519963325310264,-1.039809264465547,-0.8986116172826681,0.3310512403544523,0.3833694618476727,1.4527539091690924,2,India
8,0.0887028842260673,0.10400553824899982,0.9843582226271183,0.8061273110659041,0.8340321507547809,2.0929004831707303,-0.9064197053240449,-0.905519549205049,-0.992834692747664,-0.5256536669887238,-0.529704369524206,-1.049994606303912,2,Indonesia
9,1.4598125651956828,1.5473153788440195,-1.2668376100962266,0.49571906482026257,0.4769684618956192,1.0426116501223648,-0.7105697233318027,-0.6761936179699565,-1.1933977486413732,-0.13867633413017594,-0.09023727657484681,-0.9465148101335669,2,Japan
10,-0.4033739612154444,-0.4476625985071294,-0.2978627959029008,-0.5284242312154961,-0.5232138032988273,-0.4776225590279751,-0.5245164102779946,-0.5271216242363289,-0.4971616637154832,0.7103550059725159,0.6908159012850078,2.825788740140057,3,Kazakhstan
11,1.5172972901980872,1.5864884776728423,1.8048147246371027,-0.713650997839279,-0.7117809657453666,-0.7440390193653538,-0.4280035954941761,-0.3980830819915794,-0.7360913829662264,-0.3517997876672502,-0.3564748679020309,-0.46867679353676855,4,Mexico
12,0.7437737522058139,0.7409439218232932,2.4374272361443534,-0.0018865535883468146,0.015092428706776403,0.3235439404015145,-0.9696885444103693,-0.9696885444103693,-0.8805488873609726,-0.18441061326092123,-0.19431501959974315,-1.0602431166510264,4,Nigeria
13,0.02835094760464239,0.04809017392323299,0.8051475597891784,0.9433221440193128,1.0083454777746699,1.9221555432294237,-1.0654344166372607,-1.0642732856773436,-1.090979297755437,-0.23870917317628945,-0.2050363753386937,-1.090979297755437,2,Philippines
14,1.744478243752738,1.774479192493277,-1.0294556321032309,0.11750371590044363,0.06442511428256725,0.6344431403528038,-0.750216032287447,-0.7456005017119794,-1.020224570952296,0.09211829773537229,0.17981337866925481,-1.0617643461315034,2,Republic of Korea
15,-0.33784804950922753,-0.35709948164184924,0.004739935941743928,-0.6119621911248516,-0.6113058923021486,-0.5999300460419631,-0.4903281426505603,-0.48332762187506156,-0.43454274272080445,0.5477178285913679,0.4630552804626795,2.9108311228706745,3,Russian Federation
16,0.7647731443173766,0.7232887145904673,-0.871557139355162,-0.20319688264384345,-0.3138220285822686,-0.9545259988089809,-0.6042130366706345,-0.6042130366706345,-0.9545259988089809,1.631336787501707,1.8802433658631639,-0.49358789073220943,1,Saudi Arabia
17,0.9217398818201896,0.7565435926493347,2.6890284848366948,-0.6284039134182733,-0.6263259726739858,-0.7312619802605037,-0.5629487799732176,-0.5359355502974803,-0.40398631303522503,-0.3094400091701446,-0.29593339433227583,-0.27307604614511355,4,South Africa
18,-0.26187804497028583,-0.2796919599077132,-0.08373889559601261,0.9664723623059529,0.7551345532755652,2.6199275578617076,-0.5379937265004093,-0.5298964924379425,-0.8545955783428678,-0.48779087531311416,-0.4448755347820393,-0.8610733655928413,2,Thailand
19,-0.19381543940631793,-0.08586140242723847,0.10507771059698393,-0.8055549822877686,-0.8070237446956472,-0.7842579273735285,-0.6359129241777866,-0.6212253000990001,-0.8510866169320063,1.3241505091362493,1.4218232092601784,1.9336869084058823,3,Turkey
20,0.2415613985282392,-0.31223840099449685,2.357672838706094,-0.6762599523108064,-0.67919899597772,-0.67919899597772,-0.5754927408737657,-0.6178989423535203,-0.4214028800512909,-0.07081695692658688,-0.279069193896471,1.7123428221280454,4,Ukraine
